method,mse_empirical,mse_timeblock,mse_mean,jsd_empirical,jsd_timeblock,jsd_mean,runtime_seconds,params
jsd_knn,0.002896470187324113,0.015363629802678237,0.009130049995001175,0.020056973486463802,0.052782369286879065,0.03641967138667143,0.9606666564941406,"{""k"": 15, ""alpha"": 1.0}"
jsd_alpha_knn,0.00284954996598183,0.01589851935045619,0.00937403465821901,0.018184641415904628,0.053016899044399914,0.03560077023015227,4.879599571228027,"{""k"": 15, ""alpha"": 0.5}"
adaptive_jsd_alpha_knn,0.0035097806199018856,0.01589851935045619,0.009704149985179038,0.021784009833981138,0.053016899044399914,0.037400454439190524,429.42041516304016,"{""global_k"": 15, ""global_alpha"": 0.5, ""min_pattern_support"": 30}"
