iso_code,continent,location,date,new_cases_smoothed_per_million,people_vaccinated_per_hundred,stringency_index,population,median_age,total_tests_per_thousand,classification,Overall_score,group,total_sequence,recombinant,20A,20B,20C,20E,Beta,Alpha,Gamma,Delta,Kappa,Epsilon,Eta,Iota,Lambda,Mu,Omicron,S:677
ABW,North America,Aruba,2020-08-03,4.026,,47.22,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,4,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2020-08-17,846.738,,62.04,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,1,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-01-04,287.166,,35.19,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,10,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-01-18,554.204,,48.15,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,85,,0.0,2.0,,3.0,0.0,5.0,0.0,0.0,,2.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-02-01,315.346,,46.3,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,113,,1.0,2.0,,7.0,0.0,13.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,1.0
ABW,North America,Aruba,2021-02-15,273.747,,56.48,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,135,,1.0,7.0,,8.0,2.0,66.0,1.0,0.0,,19.0,,1.0,0.0,0.0,0.0,1.0
ABW,North America,Aruba,2021-03-01,336.816,,56.48,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,116,,0.0,12.0,,0.0,0.0,63.0,1.0,0.0,,19.0,,12.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-03-15,352.919,,56.48,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,61,,0.0,1.0,,0.0,0.0,52.0,0.0,0.0,,4.0,,3.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-03-29,602.512,14.65,67.59,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,146,,0.0,2.0,,0.0,1.0,104.0,3.0,13.0,,9.0,,10.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-04-12,527.366,29.25,60.19,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,152,,0.0,1.0,,0.0,0.0,103.0,13.0,3.0,,1.0,,19.0,1.0,1.0,0.0,0.0
ABW,North America,Aruba,2021-04-26,335.475,50.01,60.19,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,106,,0.0,0.0,,0.0,0.0,64.0,14.0,0.0,,0.0,,24.0,0.0,2.0,0.0,0.0
ABW,North America,Aruba,2021-05-10,173.105,52.61,51.85,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,72,,0.0,0.0,,0.0,0.0,38.0,7.0,10.0,,0.0,,11.0,0.0,4.0,0.0,0.0
ABW,North America,Aruba,2021-05-24,88.565,57.81,51.85,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,142,,0.0,0.0,,0.0,0.0,34.0,49.0,0.0,,0.0,,10.0,1.0,47.0,0.0,0.0
ABW,North America,Aruba,2021-06-07,81.856,60.29,45.37,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,43,,0.0,0.0,,0.0,0.0,6.0,25.0,4.0,,0.0,,4.0,0.0,4.0,0.0,0.0
ABW,North America,Aruba,2021-06-21,40.257,62.93,33.33,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,9,,0.0,0.0,,0.0,0.0,0.0,3.0,2.0,,0.0,,0.0,0.0,4.0,0.0,0.0
ABW,North America,Aruba,2021-07-05,20.128,64.1,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,75,,0.0,0.0,,0.0,0.0,3.0,3.0,54.0,,0.0,,0.0,0.0,15.0,0.0,0.0
ABW,North America,Aruba,2021-07-19,49.65,67.08,28.7,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,100,,0.0,0.0,,0.0,0.0,0.0,0.0,97.0,,0.0,,0.0,0.0,3.0,0.0,0.0
ABW,North America,Aruba,2021-08-02,391.834,68.4,28.7,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,606,,0.0,0.0,,0.0,0.0,0.0,0.0,600.0,,0.0,,0.0,0.0,6.0,0.0,0.0
ABW,North America,Aruba,2021-08-16,1074.86,69.76,43.52,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,368,,0.0,0.0,,0.0,0.0,0.0,1.0,360.0,,0.0,,0.0,0.0,7.0,0.0,0.0
ABW,North America,Aruba,2021-08-30,803.797,73.74,50.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,158,,0.0,0.0,,0.0,0.0,0.0,0.0,158.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-09-13,364.996,75.47,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,158,,0.0,0.0,,0.0,0.0,0.0,0.0,158.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-09-27,233.49,76.26,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,95,,0.0,0.0,,0.0,0.0,0.0,0.0,95.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-10-11,116.745,,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,33,,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-10-25,116.745,77.42,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,38,,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-11-08,89.907,77.94,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,35,,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-11-22,123.455,78.39,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,117,,0.0,0.0,,0.0,0.0,0.0,0.0,117.0,,0.0,,0.0,0.0,0.0,0.0,0.0
ABW,North America,Aruba,2021-12-06,173.105,78.71,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,98,,0.0,0.0,,0.0,0.0,0.0,0.0,81.0,,0.0,,0.0,0.0,0.0,17.0,0.0
ABW,North America,Aruba,2022-01-03,3427.208,,34.26,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,28,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,27.0,0.0
ABW,North America,Aruba,2022-01-31,1184.896,81.37,30.56,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,3,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,3.0,0.0
ABW,North America,Aruba,2022-02-14,316.688,81.81,28.7,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,4,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,4.0,0.0
ABW,North America,Aruba,2022-03-14,64.411,82.33,28.7,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,10,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,10.0,0.0
ABW,North America,Aruba,2022-03-28,34.889,82.52,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,30,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,30.0,0.0
ABW,North America,Aruba,2022-04-11,165.053,82.73,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,9,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,9.0,0.0
ABW,North America,Aruba,2022-04-25,244.225,82.97,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,19,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,19.0,0.0
ABW,North America,Aruba,2022-05-09,364.996,83.14,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,48,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,48.0,0.0
ABW,North America,Aruba,2022-05-23,786.352,83.35,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,48,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,48.0,0.0
ABW,North America,Aruba,2022-06-06,1057.416,83.54,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,18,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,18.0,0.0
ABW,North America,Aruba,2022-06-20,1392.89,83.7,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,67,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,67.0,0.0
ABW,North America,Aruba,2022-07-04,723.283,83.79,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,59,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,59.0,0.0
ABW,North America,Aruba,2022-07-18,597.145,83.94,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,57,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,57.0,0.0
ABW,North America,Aruba,2022-08-01,393.176,84.06,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,77,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,77.0,0.0
ABW,North America,Aruba,2022-08-15,257.644,84.16,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,66,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,66.0,0.0
ABW,North America,Aruba,2022-08-29,150.293,84.23,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,24,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,24.0,0.0
ABW,North America,Aruba,2022-09-12,163.712,84.3,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,51,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,51.0,0.0
ABW,North America,Aruba,2022-09-26,0.0,84.36,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,15,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,15.0,0.0
ABW,North America,Aruba,2022-10-10,88.565,84.42,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,44,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,44.0,0.0
ABW,North America,Aruba,2022-10-24,53.676,84.47,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,46,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,46.0,0.0
ABW,North America,Aruba,2022-11-07,60.385,84.54,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,45,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,45.0,0.0
ABW,North America,Aruba,2022-11-21,95.275,84.59,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,15,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,15.0,0.0
ABW,North America,Aruba,2022-12-05,97.959,84.63,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,31,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,31.0,0.0
ABW,North America,Aruba,2022-12-19,0.0,84.66,25.93,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,59,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,59.0,0.0
ABW,North America,Aruba,2023-01-02,144.925,,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,98,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,98.0,0.0
ABW,North America,Aruba,2023-01-16,101.984,84.72,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,34,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,34.0,0.0
ABW,North America,Aruba,2023-01-30,37.573,84.75,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,9,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,9.0,0.0
ABW,North America,Aruba,2023-07-03,32.206,,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,6.0,0.0
ABW,North America,Aruba,2023-07-17,0.0,,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,8,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,8.0,0.0
ABW,North America,Aruba,2023-07-31,0.0,84.98,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,5,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,5.0,0.0
ABW,North America,Aruba,2023-08-14,0.0,84.98,,106459.0,41.2,,HIGH-INCOME,1.3299000000000103,Hybrid regime,11,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,11.0,0.0
AGO,Africa,Angola,2020-06-22,0.136,,75.93,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,3,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2020-09-14,1.606,,81.02,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,5,,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2020-09-28,3.095,,75.0,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,6,,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2020-10-12,3.516,,71.3,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,4,,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2020-11-23,4.171,,57.41,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,5,,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2020-12-07,1.802,,65.74,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,53,,0.0,,,0.0,39.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,
AGO,Africa,Angola,2020-12-21,1.867,,65.74,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,4,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-01-04,1.842,,65.74,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,36,,0.0,,,0.0,1.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-01-18,2.445,,62.96,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,42,,3.0,,,2.0,3.0,4.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-02-01,1.666,,62.96,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,27,,0.0,,,1.0,8.0,1.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-02-15,1.072,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,43,,1.0,,,1.0,17.0,2.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-03-01,1.136,0.0,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,67,,0.0,,,0.0,46.0,5.0,0.0,0.0,0.0,,1.0,,,,0.0,
AGO,Africa,Angola,2021-03-15,1.076,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,69,,0.0,,,0.0,54.0,7.0,1.0,0.0,2.0,,1.0,,,,0.0,
AGO,Africa,Angola,2021-03-29,1.345,0.37,64.81,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,51,,2.0,,,0.0,10.0,22.0,0.0,0.0,1.0,,5.0,,,,0.0,
AGO,Africa,Angola,2021-04-12,3.019,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,52,,0.0,,,0.0,26.0,11.0,0.0,3.0,1.0,,1.0,,,,0.0,
AGO,Africa,Angola,2021-04-26,4.785,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,12,,0.0,,,0.0,4.0,4.0,0.0,3.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-05-10,6.671,,33.33,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-05-24,7.205,,33.33,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,16,,0.0,,,0.0,3.0,13.0,0.0,0.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-06-07,5.676,,41.67,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,45,,0.0,,,0.0,10.0,29.0,0.0,5.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-06-21,4.03,,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,33,,0.0,,,0.0,13.0,10.0,0.0,9.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-07-05,2.585,2.67,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,31,,0.0,,,0.0,4.0,4.0,0.0,21.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-07-19,3.316,2.69,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,4,,0.0,,,0.0,1.0,1.0,0.0,2.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-08-02,4.179,,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,2,,0.0,,,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-08-16,3.777,2.81,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,6,,0.0,,,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-08-30,5.066,,56.94,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,43,,0.0,,,0.0,0.0,0.0,0.0,43.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-09-13,7.518,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,96,,0.0,,,0.0,0.0,0.0,0.0,96.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-09-27,9.987,,63.89,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,27,,0.0,,,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-10-11,10.605,,62.5,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,19,,0.0,,,0.0,0.0,0.0,0.0,19.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-11-08,1.124,,55.09,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,0.0,
AGO,Africa,Angola,2021-11-22,0.45,,55.09,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
AGO,Africa,Angola,2021-12-20,1.891,,66.67,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,61,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,61.0,
AGO,Africa,Angola,2022-01-03,45.183,,71.51,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,26,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,26.0,
AGO,Africa,Angola,2022-07-18,0.907,,28.28,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
AGO,Africa,Angola,2022-08-01,0.698,,28.27,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
AGO,Africa,Angola,2022-08-15,0.43,,28.23,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,10,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,10.0,
AGO,Africa,Angola,2022-09-12,0.008,,28.21,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,5,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,5.0,
AGO,Africa,Angola,2022-09-26,0.0,,22.65,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
AGO,Africa,Angola,2022-10-10,0.108,,22.65,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,5,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,5.0,
AGO,Africa,Angola,2022-10-24,0.462,,22.65,35588996.0,16.8,,LOWER-MIDDLE INCOME,4.18,Hybrid regime,1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,
ALB,Europe,Albania,2020-08-31,54.081,,54.63,2842318.0,38.0,20.446,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,1,,0.0,,,,,0.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2020-12-07,254.169,,65.74,2842318.0,38.0,66.762,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,3,,0.0,,,,,3.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2020-12-21,258.391,,60.19,2842318.0,38.0,78.901,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,3,,0.0,,,,,3.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-01-04,168.022,,56.48,2842318.0,38.0,88.975,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,7,,0.0,,,,,7.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-01-18,213.96,0.02,60.19,2842318.0,38.0,105.141,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,12,,1.0,,,,,11.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-02-15,389.672,,60.19,2842318.0,38.0,,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,2.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-03-01,367.909,,60.19,2842318.0,38.0,156.64,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,4,,0.0,,,,,4.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-03-15,242.358,,60.19,2842318.0,38.0,172.256,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,1,,0.0,,,,,1.0,,0.0,,,,,,,0.0,
ALB,Europe,Albania,2021-06-07,4.373,17.36,37.96,2842318.0,38.0,252.431,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,2.0,,,,,,,0.0,
ALB,Europe,Albania,2021-07-05,1.005,20.2,37.96,2842318.0,38.0,277.671,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,10,,0.0,,,,,1.0,,9.0,,,,,,,0.0,
ALB,Europe,Albania,2021-07-19,3.367,,37.96,2842318.0,38.0,,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,1,,0.0,,,,,0.0,,1.0,,,,,,,0.0,
ALB,Europe,Albania,2021-08-16,77.854,26.67,37.96,2842318.0,38.0,324.371,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,1.0,,,,,,,0.0,
ALB,Europe,Albania,2021-08-30,253.415,29.0,38.89,2842318.0,38.0,352.438,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,2.0,,,,,,,0.0,
ALB,Europe,Albania,2021-09-13,310.411,31.69,41.67,2842318.0,38.0,379.879,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,2.0,,,,,,,0.0,
ALB,Europe,Albania,2021-09-27,269.699,33.04,41.67,2842318.0,38.0,402.511,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,2.0,,,,,,,0.0,
ALB,Europe,Albania,2021-10-11,170.384,,40.74,2842318.0,38.0,420.336,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,2,,0.0,,,,,0.0,,2.0,,,,,,,0.0,
ALB,Europe,Albania,2021-10-25,176.667,35.22,40.74,2842318.0,38.0,435.596,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,4,,0.0,,,,,0.0,,4.0,,,,,,,0.0,
ALB,Europe,Albania,2021-11-08,183.653,,40.74,2842318.0,38.0,451.237,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,13,,0.0,,,,,0.0,,12.0,,,,,,,0.0,
ALB,Europe,Albania,2021-11-22,176.415,,46.3,2842318.0,38.0,465.861,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,229,,0.0,,,,,0.0,,229.0,,,,,,,0.0,
ALB,Europe,Albania,2021-12-06,116.253,38.25,51.85,2842318.0,38.0,473.528,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,319,,0.0,,,,,0.0,,312.0,,,,,,,7.0,
ALB,Europe,Albania,2021-12-20,100.974,,51.85,2842318.0,38.0,483.934,UPPER-MIDDLE-INCOME,6.28,Flawed democracy,1,,0.0,,,,,0.0,,1.0,,,,,,,0.0,
