method,jsd_empirical,jsd_timeblock,jsd_mean,runtime_seconds,params
jsd_knn,0.045186990743624776,0.011538048351222909,0.02836251954742384,0.6561872959136963,"{""k"": 7, ""alpha"": 1.0}"
jsd_alpha_knn,0.04510393148235509,0.01026625689623863,0.027685094189296863,6.097244739532471,"{""k"": 7, ""alpha"": 1.0}"
adaptive_jsd_alpha_knn,0.044518531266265725,0.011538048351222909,0.028028289808744316,283.77192544937134,"{""global_k"": 7, ""global_alpha"": 1.0, ""min_pattern_support"": 30}"
